Transaction Number,Date,Description,Memo,Category,Transaction Amount,Balance,Type
32505,12/02/2019,PAYMENT/TRANSFER DEBIT,Personal Accountant,Fees & Charges,-10362.88,554019.23,Recurring
32507,13/02/2019,DEBIT PURCHASE,NetPix On Demand Video,Entertainment,-3.25,554015.98,Occasional
32489,13/02/2019,DEBIT PURCHASE,Remote Start pacemaker implant,Health & Fitness,-152000.22,402015.76,Occasional
32509,14/02/2019,PAYMENT/TRANSFER DEBIT,Emergency Medical Wing Standby,Health & Fitness,-6500.00,395515.76,Recurring
32510,15/02/2019,DEBIT PURCHASE,Personal Satellite Network,Utilities,-15020.36,380495.40,Recurring
32511,16/02/2019,DEBIT PURCHASE,Maclaren Rental,Entertainment,-8653.21,371842.19,Occasional
101614,16/02/2019,BALANCE TRANSER,Money Market,Transfer,50000.00,421842.19,Recurring
32512,17/02/2019,ATM WITHDRAWAL,7-11 ATM,Uncategorized,-402.50,421439.69,Occasional
32506,18/02/2019,ATM WITHDRAWAL,Work Caffeteria ATM,Uncategorized,-403.00,421036.69,Occasional
32515,21/02/2019,PAYMENT/TRANSFER DEBIT,Life and Clone Term Insurance,Insurance,-898.32,420138.37,Recurring
32514,21/02/2019,DEBIT PURCHASE,Fireproof cape,Clothing & Personal,-1036.85,419101.52,Occasional
32516,22/02/2019,PAYMENT/TRANSFER DEBIT,Personal Trainer / Body Guard,Health & Fitness,-12365.95,406735.57,Recurring
32513,22/02/2019,DEBIT PURCHASE,Ninja New York,Food & Dining,-895.35,405840.22,Occasional
32517,23/02/2019,PAYMENT/TRANSFER DEBIT,Personal Stylist (part time),Clothing & Personal,-5361.32,400478.90,Recurring
32520,24/02/2019,PAYMENT/TRANSFER DEBIT,Personal Chef/Nutritionist,Food & Dining,-8659.48,391819.42,Recurring
32519,24/02/2019,PAYMENT/TRANSFER DEBIT,Personal Concierge,Entertainment,-2506.99,389312.43,Recurring
32522,25/02/2019,PAYMENT/TRANSFER DEBIT,Clone maintenance / Health Insurance,Insurance,-2305.21,387007.22,Recurring
32521,25/02/2019,PAYMENT/TRANSFER DEBIT,AI Machine Learning Loans,Loans,-13020.32,373986.90,Recurring
32524,26/02/2019,PAYMENT/TRANSFER DEBIT,Personal Lawyer,Fees & Charges,-2966.35,371020.55,Recurring
32518,26/02/2019,DEBIT PURCHASE,Ninja Dining,Food & Dining,-2854.63,368165.92,Occasional
32527,01/03/2019,PAYMENT/TRANSFER DEBIT,Private Island Mortgage,Housing,-102062.35,266103.57,Recurring
32526,01/03/2019,PAYMENT/TRANSFER DEBIT,Secret Lab Mortage,Housing,-29185.38,236918.19,Recurring
32528,02/03/2019,PAYMENT/TRANSFER DEBIT,Emergency Shuttle Standby,Auto & Transport,-12056.87,224861.32,Recurring
32531,03/03/2019,PAYMENT/TRANSFER DEBIT,Universal Subway Pass,Auto & Transport,-2100.25,222761.07,Recurring
32533,04/03/2019,PAYMENT/TRANSFER DEBIT,Turbo Yacht - Mooring Fees,Auto & Transport,-17023.21,205737.86,Recurring
32535,05/03/2019,PAYMENT/TRANSFER DEBIT,Car Maintentance Service,Auto & Transport,-2153.02,203584.84,Recurring
32534,05/03/2019,PAYMENT/TRANSFER DEBIT,Galaxy Express Plutonium Card,Fees & Charges,-25632.00,177952.84,Recurring
101549,05/03/2019,Direct Deposit,Dance of Mole Men - The Album,Royalties,11502.00,189454.84,Recurring
32536,06/03/2019,PAYMENT/TRANSFER DEBIT,Electric & Gas,Utilities,-4185.21,185269.63,Recurring
32552,07/03/2019,DEBIT PURCHASE,Masa,Food & Dining,-254.63,185015.00,Occasional
32538,07/03/2019,PAYMENT/TRANSFER DEBIT,Secret Lab Insurance,Insurance,-1352.02,183662.98,Recurring
32537,07/03/2019,PAYMENT/TRANSFER DEBIT,Private Island Volcano Insurance,Insurance,-10325.63,173337.35,Recurring
32530,07/03/2019,DEBIT PURCHASE,PetZen DogTread Motorized Exercise Treadmill,Pets,-12056.23,161281.12,Occasional
32529,07/03/2019,DEBIT PURCHASE,10 Self Driving Rocking Chairs,Shopping,-15032.86,146248.26,Occasional
101587,07/03/2019,BALANCE TRANSER,Savings Account,Transfer,70000.00,216248.26,Recurring
32539,09/03/2019,DEBIT PURCHASE,Penthouse Rent/Timeshare,Housing,-10500.52,205747.74,Recurring
32540,12/03/2019,PAYMENT/TRANSFER DEBIT,Personal Accountant,Fees & Charges,-10362.88,195384.86,Recurring
32559,13/03/2019,DEBIT PURCHASE,Giant Infared Healing Clam,Health & Fitness,-14003.23,181381.63,Occasional
32543,13/03/2019,DEBIT PURCHASE,Taco Shack,Food & Dining,-325.96,181055.67,Occasional
32542,13/03/2019,DEBIT PURCHASE,NetPix On Demand Video,Entertainment,-3.25,181052.42,Occasional
32544,14/03/2019,PAYMENT/TRANSFER DEBIT,Emergency Medical Wing Standby,Health & Fitness,-6500.00,174552.42,Recurring
32532,14/03/2019,DEBIT PURCHASE,"Guy Savoy, Paris (Groupon) ",Food & Dining,-12635.00,161917.42,Occasional
32545,15/03/2019,DEBIT PURCHASE,Personal Satellite Network,Utilities,-15020.36,146897.06,Recurring
32546,16/03/2019,DEBIT PURCHASE,Australian Grand Prix,Entertainment,-18667.64,128229.42,Occasional
101615,16/03/2019,BALANCE TRANSER,Money Market,Transfer,50000.00,178229.42,Recurring
32560,20/03/2019,ATM WITHDRAWAL,7-11 ATM,Uncategorized,-402.50,177826.92,Occasional
32547,20/03/2019,DEBIT PURCHASE,Ithaa Undersea Restaurant,Food & Dining,-26895.46,150931.46,Occasional
32549,21/03/2019,PAYMENT/TRANSFER DEBIT,Life and Clone Term Insurance,Insurance,-898.32,150033.14,Recurring
32548,21/03/2019,DEBIT PURCHASE,Custom Space Helmet,Clothing & Personal,-5232.99,144800.15,Occasional
32541,21/03/2019,ATM WITHDRAWAL,Work Caffeteria ATM,Uncategorized,-403.00,144397.15,Occasional
32550,22/03/2019,PAYMENT/TRANSFER DEBIT,Personal Trainer / Body Guard,Health & Fitness,-12365.95,132031.20,Recurring
32551,23/03/2019,PAYMENT/TRANSFER DEBIT,Personal Stylist (part time),Clothing & Personal,-5361.32,126669.88,Recurring
32554,24/03/2019,PAYMENT/TRANSFER DEBIT,Personal Chef/Nutritionist,Food & Dining,-8659.48,118010.40,Recurring
32553,24/03/2019,PAYMENT/TRANSFER DEBIT,Personal Concierge,Entertainment,-2506.99,115503.41,Recurring
32556,25/03/2019,PAYMENT/TRANSFER DEBIT,Clone maintenance / Health Insurance,Insurance,-2305.21,113198.20,Recurring
32555,25/03/2019,PAYMENT/TRANSFER DEBIT,AI Machine Learning Loans,Loans,-13020.32,100177.88,Recurring
32558,26/03/2019,PAYMENT/TRANSFER DEBIT,Personal Lawyer,Fees & Charges,-2966.35,97211.53,Recurring
32557,26/03/2019,DEBIT PURCHASE,"Hamilton, Private Show",Entertainment,-25006.35,72205.18,Occasional
